Gene	Annotation
N0.HOG0000603	unnamed protein product
N0.HOG0000604	unnamed protein product
N0.HOG0000605	unnamed protein product
N0.HOG0000606	unnamed protein product
N0.HOG0000607	unnamed protein product
N0.HOG0000608	protein ALP1-like
N0.HOG0000609	glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1-like
N0.HOG0000610	glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1-like
N0.HOG0000611	glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1-like
N0.HOG0000612	unnamed protein product
N0.HOG0000613	glutamate receptor ionotropic, kainate 2-like
N0.HOG0000614	unnamed protein product
N0.HOG0000615	glutamate receptor ionotropic, delta-1-like
N0.HOG0000616	glutamate receptor ionotropic, delta-1-like
N0.HOG0000617	uncharacterized protein LOC124200422
N0.HOG0000618	uncharacterized protein LOC130696557
N0.HOG0000619	uncharacterized protein LOC116923734
N0.HOG0000620	uncharacterized protein LOC130696552
N0.HOG0000621	uncharacterized protein LOC130702478
N0.HOG0000622	keratin, type I cytoskeletal 9-like
N0.HOG0000623	unnamed protein product
N0.HOG0000624	unnamed protein product
N0.HOG0000625	Uncharacterized protein
N0.HOG0000626	Reverse transcriptase domain-containing protein
N0.HOG0000627	unnamed protein product
N0.HOG0000628	unnamed protein product
N0.HOG0000629	unnamed protein product
N0.HOG0000630	unnamed protein product
N0.HOG0000631	uncharacterized protein LOC130701903
N0.HOG0000632	uncharacterized protein LOC130698642
N0.HOG0000633	uncharacterized protein LOC124315901
N0.HOG0000634	unnamed protein product
N0.HOG0000635	serine/threonine-protein kinase/endoribonuclease ire-1
N0.HOG0000636	serine/threonine-protein kinase/endoribonuclease ire-1-like
N0.HOG0000637	Protein kinase domain-containing protein
N0.HOG0000638	serine/threonine-protein kinase/endoribonuclease IRE1-like
N0.HOG0000639	uncharacterized protein LOC124314274
N0.HOG0000640	mRNA-capping enzyme-like
N0.HOG0000641	cell wall integrity and stress response component 4-like
N0.HOG0000642	cell wall protein DAN4-like
N0.HOG0000643	procathepsin L-like
N0.HOG0000644	unnamed protein product
N0.HOG0000645	procathepsin L-like
N0.HOG0000646	methyl farnesoate epoxidase-like
N0.HOG0000647	methyl farnesoate epoxidase-like
N0.HOG0000648	methyl farnesoate epoxidase-like
N0.HOG0000649	uncharacterized protein LOC116936150
N0.HOG0000650	unnamed protein product
N0.HOG0000651	unnamed protein product
N0.HOG0000652	adhesive plaque matrix protein-like
N0.HOG0000653	unnamed protein product
N0.HOG0000654	unnamed protein product
N0.HOG0000655	unnamed protein product
N0.HOG0000656	unnamed protein product
N0.HOG0000657	protein fem-1 homolog C-like
N0.HOG0000658	uncharacterized protein LOC116930293
N0.HOG0000659	uncharacterized protein LOC123477028
N0.HOG0000660	sulfotransferase 1E1-like
N0.HOG0000661	unnamed protein product
N0.HOG0000662	sulfotransferase 1B1-like
N0.HOG0000663	unnamed protein product
N0.HOG0000664	uncharacterized protein LOC123469907
N0.HOG0000665	uncharacterized protein LOC123467265
N0.HOG0000666	uncharacterized protein LOC123468661
N0.HOG0000667	uncharacterized protein K02A2.6-like
N0.HOG0000668	uncharacterized protein LOC123475375
N0.HOG0000669	unnamed protein product
N0.HOG0000670	unnamed protein product
N0.HOG0000671	lactosylceramide 4-alpha-galactosyltransferase-like
N0.HOG0000672	unnamed protein product
N0.HOG0000673	SEC14-like protein 2
N0.HOG0000674	SEC14-like protein 2
N0.HOG0000675	SEC14-like protein 2
N0.HOG0000676	SEC14-like protein 2
N0.HOG0000677	protein abrupt-like
N0.HOG0000678	EF-hand domain-containing protein D2 homolog
N0.HOG0000679	uncharacterized protein LOC130699839
N0.HOG0000680	unnamed protein product
N0.HOG0000681	unnamed protein product
N0.HOG0000682	probable tRNA (uracil-O(2)-)-methyltransferase
N0.HOG0000683	uncharacterized protein LOC130690484
N0.HOG0000684	elongation of very long chain fatty acids protein AAEL008004-like
N0.HOG0000685	elongation of very long chain fatty acids protein AAEL008004-like
N0.HOG0000686	elongation of very long chain fatty acids protein AAEL008004-like
N0.HOG0000687	larval cuticle protein 65Ag1-like
N0.HOG0000688	nyctalopin-like
N0.HOG0000689	uncharacterized protein LOC130696995
N0.HOG0000690	uncharacterized protein LOC124201066
N0.HOG0000691	uncharacterized protein LOC124326451
N0.HOG0000692	uncharacterized protein LOC123475763
N0.HOG0000693	uncharacterized protein LOC124328670
N0.HOG0000694	unnamed protein product
N0.HOG0000695	uncharacterized protein LOC116933244 isoform X1
N0.HOG0000696	uncharacterized protein LOC124321229
N0.HOG0000697	uncharacterized protein LOC123466380
N0.HOG0000698	unnamed protein product
N0.HOG0000699	unnamed protein product
N0.HOG0000700	unnamed protein product
N0.HOG0000701	unnamed protein product
N0.HOG0000702	unnamed protein product
N0.HOG0000703	unnamed protein product
N0.HOG0000704	uncharacterized protein LOC123474225
N0.HOG0000705	unnamed protein product
N0.HOG0000706	myosin heavy chain, cardiac muscle isoform-like
N0.HOG0000707	bromodomain-containing protein DDB_G0270170-like
N0.HOG0000708	uncharacterized protein LOC124203702
N0.HOG0000709	uncharacterized protein LOC116918674
N0.HOG0000710	uncharacterized protein LOC130698703
N0.HOG0000711	cubilin-like
N0.HOG0000712	uncharacterized protein LOC130690021 isoform X1
N0.HOG0000713	chorion peroxidase-like
N0.HOG0000714	chorion peroxidase-like
N0.HOG0000715	unnamed protein product
N0.HOG0000716	unnamed protein product
N0.HOG0000717	unnamed protein product, partial
N0.HOG0000718	uncharacterized protein LOC130697758
N0.HOG0000719	LOW QUALITY PROTEIN: uncharacterized protein LOC123472280
N0.HOG0000720	uncharacterized protein LOC130687581
N0.HOG0000721	cytochrome P450 4C1-like
N0.HOG0000722	cytochrome P450 4C1-like
N0.HOG0000723	vitelline membrane outer layer protein 1 homolog
N0.HOG0000724	unnamed protein product
N0.HOG0000725	unnamed protein product
N0.HOG0000726	jerky protein homolog-like
N0.HOG0000727	unnamed protein product
N0.HOG0000728	unnamed protein product
N0.HOG0000729	unnamed protein product
N0.HOG0000730	unnamed protein product
N0.HOG0000731	unnamed protein product, partial
N0.HOG0000732	uncharacterized protein LOC124193328 isoform X1
N0.HOG0000733	uncharacterized protein LOC130703482
N0.HOG0000734	uncharacterized protein LOC116923753
N0.HOG0000735	uncharacterized protein LOC130698713
N0.HOG0000736	glucose dehydrogenase [FAD, quinone]-like
N0.HOG0000737	glucose dehydrogenase [FAD, quinone]-like
N0.HOG0000738	glucose dehydrogenase [FAD, quinone]-like
N0.HOG0000739	LOW QUALITY PROTEIN: glucose dehydrogenase [FAD, quinone]
N0.HOG0000740	glucose dehydrogenase [FAD, quinone]-like
N0.HOG0000741	glucose dehydrogenase [FAD, quinone]-like
N0.HOG0000742	unnamed protein product
N0.HOG0000743	unnamed protein product
N0.HOG0000744	4-coumarate--CoA ligase 1-like
N0.HOG0000745	unnamed protein product
N0.HOG0000746	chymotrypsin B-like
N0.HOG0000747	unnamed protein product
N0.HOG0000748	uncharacterized protein LOC130694152 isoform X1
N0.HOG0000749	chymotrypsin-1-like
N0.HOG0000750	unnamed protein product
N0.HOG0000751	trypsin alpha-like
N0.HOG0000752	trypsin alpha-like
N0.HOG0000753	uncharacterized protein LOC130688601
N0.HOG0000754	unnamed protein product
N0.HOG0000755	uncharacterized protein LOC124197722
N0.HOG0000756	unnamed protein product
N0.HOG0000757	uncharacterized protein LOC130688594
N0.HOG0000758	unnamed protein product
N0.HOG0000759	uncharacterized protein LOC130689699
N0.HOG0000760	unnamed protein product
N0.HOG0000761	uncharacterized protein LOC130689669
N0.HOG0000762	sodium-dependent phosphate transport protein 2B-like
N0.HOG0000763	sodium-dependent phosphate transport protein 2B-like
N0.HOG0000764	sodium-dependent phosphate transport protein 2B-like
N0.HOG0000765	sodium-dependent phosphate transport protein 2B
N0.HOG0000766	unnamed protein product
N0.HOG0000767	regulator of G-protein signaling 2-like
N0.HOG0000768	unnamed protein product
N0.HOG0000769	regulator of G-protein signaling 8-like
N0.HOG0000770	olfactory receptor 226
N0.HOG0000771	speckle-type POZ protein-like
N0.HOG0000772	unnamed protein product
N0.HOG0000773	pol polyprotein
N0.HOG0000774	uncharacterized protein LOC123472638
N0.HOG0000775	unnamed protein product
N0.HOG0000776	pol polyprotein
N0.HOG0000777	pol polyprotein
N0.HOG0000778	unnamed protein product
N0.HOG0000779	verrucotoxin subunit beta-like
N0.HOG0000780	metabotropic glutamate receptor 2-like
N0.HOG0000781	unnamed protein product
N0.HOG0000782	unnamed protein product
N0.HOG0000783	uncharacterized protein LOC123470514
N0.HOG0000784	unnamed protein product
N0.HOG0000785	Reverse transcriptase domain-containing protein
N0.HOG0000786	Reverse transcriptase domain-containing protein
N0.HOG0000787	Uncharacterized protein
N0.HOG0000788	Uncharacterized protein
N0.HOG0000789	RING-type domain-containing protein
N0.HOG0000790	unnamed protein product
N0.HOG0000791	unnamed protein product
N0.HOG0000792	uncharacterized protein LOC124202767
N0.HOG0000793	uncharacterized protein LOC116935272
N0.HOG0000794	uncharacterized protein K02A2.6-like
N0.HOG0000795	uncharacterized protein K02A2.6-like
N0.HOG0000796	keratin, type II cytoskeletal 1-like
N0.HOG0000797	LOW QUALITY PROTEIN: uncharacterized protein K02A2.6-like
N0.HOG0000798	uncharacterized protein K02A2.6-like
N0.HOG0000799	uncharacterized protein LOC124202946
N0.HOG0000800	uncharacterized protein LOC124194056
N0.HOG0000801	unnamed protein product
N0.HOG0000802	Homeobox domain-containing protein
N0.HOG0000803	trypsin-1-like
N0.HOG0000804	trypsin II-P29-like
N0.HOG0000805	venom protease-like
N0.HOG0000806	laccase-like
N0.HOG0000807	uncharacterized protein LOC130686928
N0.HOG0000808	laccase-2-like
N0.HOG0000809	bumetanide-sensitive sodium-(potassium)-chloride cotransporter-like
N0.HOG0000810	bumetanide-sensitive sodium-(potassium)-chloride cotransporter-like
N0.HOG0000811	unnamed protein product
N0.HOG0000812	alpha-(1,3)-fucosyltransferase C-like isoform X1
N0.HOG0000813	unnamed protein product
N0.HOG0000814	alpha-(1,3)-fucosyltransferase C-like
N0.HOG0000815	unnamed protein product
N0.HOG0000816	alpha-(1,3)-fucosyltransferase C-like
N0.HOG0000817	lactosylceramide 1,3-N-acetyl-beta-D-glucosaminyltransferase-like
N0.HOG0000818	unnamed protein product
N0.HOG0000819	beta-1,3-galactosyltransferase 5-like
N0.HOG0000820	probable methyltransferase-like protein 24
N0.HOG0000821	probable methyltransferase-like protein 24
N0.HOG0000822	unnamed protein product
N0.HOG0000823	retinol dehydrogenase 11-like
N0.HOG0000824	retinol dehydrogenase 13-like isoform X1
N0.HOG0000825	retinol dehydrogenase 11 isoform X2
N0.HOG0000826	retinol dehydrogenase 11-like
N0.HOG0000827	cohesin subunit SA-1-like isoform X1
N0.HOG0000828	cohesin subunit SA-2-like
N0.HOG0000829	pupal cuticle protein Edg-78E-like
N0.HOG0000830	larval cuticle protein 65Ag1
N0.HOG0000831	larval cuticle protein 65Ag1-like
N0.HOG0000832	larval cuticle protein 65Ag1-like
N0.HOG0000833	larval cuticle protein 65Ag1
N0.HOG0000834	uncharacterized protein K02A2.6-like
N0.HOG0000835	uncharacterized protein LOC123471346
N0.HOG0000836	uncharacterized protein K02A2.6-like
N0.HOG0000837	uncharacterized protein K02A2.6-like
N0.HOG0000838	uncharacterized protein K02A2.6-like
N0.HOG0000839	unnamed protein product
N0.HOG0000840	uncharacterized protein LOC130695963
N0.HOG0000841	unnamed protein product
N0.HOG0000842	adhesive plaque matrix protein-like
N0.HOG0000843	uncharacterized protein LOC116933380
N0.HOG0000844	uncharacterized protein LOC124188643
N0.HOG0000845	unnamed protein product
N0.HOG0000846	pro-resilin-like
N0.HOG0000847	pro-resilin-like
N0.HOG0000848	unnamed protein product
N0.HOG0000849	uncharacterized protein LOC124200559
N0.HOG0000850	uncharacterized protein LOC124193868
N0.HOG0000851	unnamed protein product
N0.HOG0000852	unnamed protein product
N0.HOG0000853	unnamed protein product
N0.HOG0000854	integrase/recombinase xerD homolog
N0.HOG0000855	unnamed protein product
N0.HOG0000856	unnamed protein product
N0.HOG0000857	unnamed protein product
N0.HOG0000858	unnamed protein product
N0.HOG0000859	unnamed protein product
N0.HOG0000860	unnamed protein product
N0.HOG0000861	unnamed protein product
N0.HOG0000862	unnamed protein product
N0.HOG0000863	unnamed protein product
N0.HOG0000864	unnamed protein product
N0.HOG0000865	unnamed protein product
N0.HOG0000866	unnamed protein product
N0.HOG0000867	hypothetical protein GHT06_009962
N0.HOG0000868	uncharacterized protein LOC116923926
N0.HOG0000869	uncharacterized protein LOC123473747
N0.HOG0000870	uncharacterized protein LOC123468966
N0.HOG0000871	uncharacterized protein LOC116935798
N0.HOG0000872	uncharacterized protein LOC123467196
N0.HOG0000873	unnamed protein product, partial
N0.HOG0000874	unnamed protein product
N0.HOG0000875	unnamed protein product
N0.HOG0000876	unnamed protein product
N0.HOG0000877	E3 SUMO-protein ligase ZBED1-like
N0.HOG0000878	uncharacterized protein LOC116932624
N0.HOG0000879	MYND-type domain-containing protein
N0.HOG0000880	uncharacterized protein LOC116916924
N0.HOG0000881	uncharacterized protein LOC116929707 isoform X1
N0.HOG0000882	transmembrane protein 230-like
N0.HOG0000883	uncharacterized protein LOC130702808
N0.HOG0000884	uncharacterized protein LOC116934719 isoform X1
N0.HOG0000885	uncharacterized protein LOC124205651 isoform X1
N0.HOG0000886	uncharacterized protein LOC116920961
N0.HOG0000887	uncharacterized protein LOC130689885
N0.HOG0000888	astacin-like
N0.HOG0000889	Uncharacterized protein
N0.HOG0000890	Uncharacterized protein
N0.HOG0000891	uncharacterized protein LOC116920635
N0.HOG0000892	uncharacterized protein LOC130693083
N0.HOG0000893	MULE domain-containing protein
N0.HOG0000894	facilitated trehalose transporter Tret1-like
N0.HOG0000895	facilitated trehalose transporter Tret1-2 homolog
N0.HOG0000896	facilitated trehalose transporter Tret1-2 homolog
N0.HOG0000897	annexin B9-like
N0.HOG0000898	protein spaetzle-like
N0.HOG0000899	protein white-like
N0.HOG0000900	CD109 antigen-like
N0.HOG0000901	C3 and PZP-like alpha-2-macroglobulin domain-containing protein 8
N0.HOG0000902	unnamed protein product
N0.HOG0000903	peroxisome biogenesis factor 1-like
N0.HOG0000904	uncharacterized protein LOC130703791
N0.HOG0000905	unnamed protein product
N0.HOG0000906	uncharacterized protein LOC130704153
N0.HOG0000907	uncharacterized protein LOC116932173
N0.HOG0000908	unnamed protein product, partial
N0.HOG0000909	uncharacterized protein LOC123466447
N0.HOG0000910	glutamic acid-rich protein
N0.HOG0000911	unnamed protein product
N0.HOG0000912	protein timeless-like
N0.HOG0000913	uncharacterized protein LOC123471213
N0.HOG0000914	uncharacterized protein LOC116917852
N0.HOG0000915	hypothetical protein GHT06_020412
N0.HOG0000916	prisilkin-39-like
N0.HOG0000917	neuropeptide-like protein 31
N0.HOG0000918	unnamed protein product
N0.HOG0000919	trypsin eta-like
N0.HOG0000920	unnamed protein product
N0.HOG0000921	trypsin-1-like
N0.HOG0000922	trypsin-1-like
N0.HOG0000923	unnamed protein product
N0.HOG0000924	unnamed protein product
N0.HOG0000925	sodium-independent sulfate anion transporter-like
N0.HOG0000926	sodium-independent sulfate anion transporter-like
N0.HOG0000927	monocarboxylate transporter 12-like
N0.HOG0000928	monocarboxylate transporter 13-like
N0.HOG0000929	monocarboxylate transporter 12-like
N0.HOG0000930	monocarboxylate transporter 12-like
N0.HOG0000931	platelet-activating factor acetylhydrolase-like
N0.HOG0000932	platelet-activating factor acetylhydrolase-like
N0.HOG0000933	platelet-activating factor acetylhydrolase-like
N0.HOG0000934	importin-11
N0.HOG0000935	uncharacterized protein LOC116928447
N0.HOG0000936	putative ankyrin repeat protein RF_0381
N0.HOG0000937	uncharacterized protein LOC124206138
N0.HOG0000938	uncharacterized protein LOC123470693
N0.HOG0000939	uncharacterized protein LOC116935264
N0.HOG0000940	unnamed protein product
N0.HOG0000941	unnamed protein product
N0.HOG0000942	XK-related protein 6-like
N0.HOG0000943	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B-like
N0.HOG0000944	glutamate receptor U1-like
N0.HOG0000945	cuticle protein 18.7-like
N0.HOG0000946	unnamed protein product
N0.HOG0000947	Uncharacterized protein
N0.HOG0000948	transmembrane and coiled-coil domains protein 2
N0.HOG0000949	synaptogenesis protein syg-2-like
N0.HOG0000950	uncharacterized protein LOC130699475
N0.HOG0000951	unnamed protein product
N0.HOG0000952	calphotin-like
N0.HOG0000953	calphotin-like
N0.HOG0000954	compound eye opsin BCRH1-like
N0.HOG0000955	unnamed protein product
N0.HOG0000956	compound eye opsin BCRH2-like
N0.HOG0000957	compound eye opsin BCRH2-like
N0.HOG0000958	zinc finger BED domain-containing protein DAYSLEEPER-like
N0.HOG0000959	unnamed protein product
N0.HOG0000960	unnamed protein product
N0.HOG0000961	unnamed protein product
N0.HOG0000962	DNA-directed RNA polymerase III subunit RPC1-like
N0.HOG0000963	transient receptor potential cation channel trpm-like
N0.HOG0000964	peroxidase-like
N0.HOG0000965	dehydrogenase/reductase SDR family member 4-like
N0.HOG0000966	dehydrogenase/reductase SDR family member 4-like
N0.HOG0000967	neurotrophin 1-like
N0.HOG0000968	unnamed protein product
N0.HOG0000969	Uncharacterized protein
N0.HOG0000970	zingipain-2-like
N0.HOG0000971	unnamed protein product
N0.HOG0000972	uncharacterized protein K02A2.6-like
N0.HOG0000973	uncharacterized protein K02A2.6-like
N0.HOG0000974	uncharacterized protein K02A2.6-like
N0.HOG0000975	uncharacterized protein K02A2.6-like
N0.HOG0000976	uncharacterized protein K02A2.6-like
N0.HOG0000977	unnamed protein product
N0.HOG0000978	uncharacterized protein LOC124313377 isoform X1
N0.HOG0000979	unnamed protein product
N0.HOG0000980	uncharacterized protein LOC124192198
N0.HOG0000981	uncharacterized protein LOC123471430, partial
N0.HOG0000982	uncharacterized protein LOC124348508
N0.HOG0000983	unnamed protein product
N0.HOG0000984	unnamed protein product
N0.HOG0000985	uncharacterized protein LOC116916507
N0.HOG0000986	Uncharacterized protein
N0.HOG0000987	cuticle protein 19-like
N0.HOG0000988	CD209 antigen-like protein D
N0.HOG0000989	unnamed protein product
N0.HOG0000990	aminopeptidase N-like
N0.HOG0000991	aminopeptidase N-like
N0.HOG0000992	Galactosylceramide sulfotransferase
N0.HOG0000993	galactosylceramide sulfotransferase-like
N0.HOG0000994	ceramide glucosyltransferase-B-like
